OBJECTID,Date,SurveyType,SpeciesName,Stage,Activity,AirTempF,Number of Individuals,SiteSubClass,Alive_Dead,Lon,Lat
2720,10/14/15,Road,UNK,UNK,UNK,52,,Miner Street (b/w athletics and XC trail),Aiive,-75.1662,44.5853
2721,10/14/15,Active,Bullfrog,Adult,Leaping,nr,,ESL wetland,Aiive,-75.1359,44.5935
2722,10/14/15,Active,Bullfrog,Adult,Leaping,nr,,ESL wetland,Aiive,-75.1359,44.5935
2723,10/14/15,Active,Bullfrog,Adult,Leaping,nr,,ESL wetland,Aiive,-75.1359,44.5935
2724,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1583,44.5831
2725,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1583,44.5831
2726,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1583,44.5831
2727,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1583,44.5831
2728,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1583,44.5831
2729,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1583,44.5831
2730,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1581,44.5829
2731,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2732,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2733,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2734,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2735,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2736,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2737,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2738,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2739,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2740,9/8/15,Active,American Toad,Adult,Hopping,81,,XC Trail,Aiive,-75.1612,44.5813
2741,9/8/15,Active,American Toad,Adult,Hopping,81,0,XC Trail,Aiive,-75.1612,44.5813
2742,9/8/15,Auditory,UNK,UNK,UNK,81,,XC Trail ,UNK,-75.1607,44.5813
2743,9/11/15,Incidental,Northern Leopard Frog,UNK,Jumping,76,0,Kip Track,Aiive,-75.1655,44.5823
2744,9/12/15,Auditory,UNK,UNK,UNK,61,,ESL,UNK,-75.1391,44.5894
2745,9/12/15,Active,UNK,UNK,Jumping,61,,ESL,Aiive,-75.1409,44.5919
2746,9/14/15,Active,UNK ,UNK,Dead,72,,Kip Track,Dead,-75.1658,44.5835
2747,9/14/15,Active,Green Frog,UNK,Alive,72,,Kip Track,Aiive,-75.1658,44.5835
2748,9/16/15,Auditory,UNK,UNK,Calling,82,,Saddlemire Trail,Aiive,-75.1401,44.5906
2749,9/16/15,Active,Northern Leopard Frog,UNK,Alive,82,,XC Trail,Aiive,-75.16,44.58
2750,9/18/15,Active,Green Frog,Adult,Sitting in water,81,,Kip Track,Aiive,-75.1599,44.5818
2751,9/18/15,Active,Northern Leopard Frog,Adult,Jumping,81,,Kip Track,Aiive,-75.1602,44.5815
2752,9/18/15,Active,Green Frog,Adult,Basking,82,,Kip Track,Aiive,-75.1612,44.5812
2753,9/18/15,Active,Northern Leopard Frog,Adult,Basking,85,,Kip Track,Aiive,-75.1615,44.581
2754,9/18/15,Active,Green Frog,Adult,Basking,82,,Kip Track,Aiive,-75.1616,44.581
2755,9/18/15,Active,UNK,UNK,Sitting in water,81,,Kip Track,Aiive,-75.1617,44.5808
2756,9/18/15,Active,Green Frog,Adult,Basking,82,,Kip Track,Aiive,-75.1618,44.5808
2757,9/21/15,Incidental,UNK,UNK,Hopping,74,,Kip Track,Aiive,-75.1587,44.584
2758,9/21/15,Incidental,UNK,UNK,Hopping,74,,Kip Track,Aiive,-75.1587,44.584
2759,9/21/15,Incidental,UNK,UNK,Hopping,74,3,Kip Track,Aiive,-75.1587,44.584
2760,9/21/15,Active,Green Frog,Adult,Basking,74,,riverbank,Aiive,-75.1613,44.5813
2761,9/21/15,Active,Bullfrog,Adult,Basking,70,,riverbank,Aiive,-75.1616,44.5811
2762,9/21/15,Active,Bullfrog,Adult,Basking,70,,riverbank,Aiive,-75.1616,44.5811
2763,9/21/15,Active,Mink Frog,Adult,Basking,70,,riverbank,Aiive,-75.1618,44.5811
2764,9/22/15,Active,UNK,Adult,Jumping,68,,Kip Tract,Aiive,-75.1527,44.5826
2765,9/22/15,Active,Northern Leopard Frog,Adult,Basking,68,3,Kip Tract,Aiive,-75.1517,44.5832
2766,9/22/15,Active,Bullfrog,Adult,Sitting in water,68,,Kip Tract,Aiive,-75.1517,44.5832
2767,9/22/15,Active,Northern Leopard Frog,Adult,Jumping,68,,Kip Tract,Aiive,-75.1517,44.5832
2768,9/22/15,Active,UNK,Juvenile,Sitting in water,68,,Kip Tract,Aiive,-75.1517,44.5832
2769,9/22/15,Active,Green Frog,Adult,sitting in creek,68,,Kip Tract,Aiive,-75.1517,44.5832
2770,9/22/15,Active,Green Frog,Adult,Hopping,72,,Avenue of Elm,Aiive,-75.1554,44.5926
2771,9/22/15,Active,Green Frog,Adult,Resting,72,,Avenue of Elm,Aiive,-75.1551,44.5927
2772,9/22/15,Active,Northern Leopard Frog,Adult,Hopping,72,,Avenue of Elm,Aiive,-75.1546,44.5927
2773,9/22/15,Active,UNK,Adult,Hopping,72,,Avenue of Elm,Aiive,-75.1542,44.5928
2774,9/23/15,Active,Bullfrog,Metamorph,Swimming,64,,Kip Track,Aiive,-75.1517,44.5831
2775,9/23/15,Active,Bullfrog,Metamorph,Swimming,64,,Kip Track,Aiive,-75.1517,44.5831
2776,9/23/15,Active,Bullfrog,Adult,Hopping,64,,Kip Track,Aiive,-75.1518,44.5831
2777,9/23/15,Active,Bullfrog,Metamorph,Swimming,64,,Kip Track,Aiive,-75.1519,44.5831
2778,9/23/15,Active,Green Frog,Adult,Hopping,65,,Kip Track,Aiive,-75.1519,44.5831
2779,9/23/15,Active,Mink Frog,Adult,Resting,65,,Kip Track,Aiive,-75.1518,44.5831
2780,9/23/15,Active,Bullfrog,Adult,Resting,66,,Kip Track,Aiive,-75.1518,44.5831
2781,9/23/15,Active,Bullfrog,Adult,Swimming,66,,Kip Track,Aiive,-75.1517,44.5831
2782,9/23/15,Active,Bullfrog,Adult,Hopping,66,,Kip Track,Aiive,-75.1529,44.5826
2783,9/23/15,Active  ,Green Frog,UNK,Resting,66,,Kip Track,Aiive,-75.1529,44.5826
2784,9/25/15,Active,Bullfrog,metamorph,Hopping,64,,Avenue of Elm,Aiive,-75.157,44.5922
2785,9/25/15,Active,Bullfrog,Adult,Hopping,64,,Avenue of Elm,Aiive,-75.157,44.5922
2786,9/25/15,Active,UNK,UNK,Hopping,62,,Golf course,Aiive,-75.156,44.5929
2787,9/25/15,Active,Mink Frog,Adult,Resting,61,,Golf course,Aiive,-75.1553,44.593
2788,9/25/15,Active,UNK,UNK,Hopping,61,,Golf course,Aiive,-75.1549,44.5931
2789,9/25/15,Active,Green Frog,Juvenile,Resting,59,,Golf course,Aiive,-75.1548,44.5932
2790,9/25/15,Active,Bullfrog,Adult,Hopping,58,,Golf course,Aiive,-75.1548,44.5933
2791,9/25/15,Active,UNK,UNK,Resting,58,,Golf course,Aiive,-75.1468,44.5879
2792,9/25/15,Active,UNK,UNK,Resting,57,,Golf course,Aiive,-75.1468,44.5879
2793,9/27/15,Active,UNK,UNK,Resting,75,2,Little River,Aiive,-75.1581,44.5808
2794,9/27/15,Active,UNK,UNK,UNK,75,,Little River,Aiive,-75.1581,44.5808
2795,9/27/15,Active,Bullfrog,Adult,UNK,75,,Little River,Aiive,-75.1581,44.5808
2796,9/27/15,Active,Green Frog,Metamorph,Resting,75,,Little River,Aiive,-75.1579,44.5807
2797,9/27/15,Active,Green Frog,Metamorph,Resting,75,0,Little River,Aiive,-75.158,44.5808
2798,10/10/15,Call,UNK,UNK,UNK,49,,Avenue of Elm,Aiive,-75.1484,44.5942
2799,10/11/15,Active,Mink Frog,Adult,Basking,64,,XC Trail,Aiive,-75.1653,44.5826
2800,10/11/15,Active,Green Frog,Adult,hopping,64,0,XC Trail,Aiive,-75.1659,44.5814
2801,10/11/15,Road,UNK,UNK,UNK,65,0,Miner Street (b/w athletics and XC trail),Aiive,-75.1662,44.5853
2802,10/11/15,Call,UNK,UNK,UNK,64,0,riverbank,Aiive,-75.1616,44.5812
2803,10/11/15,Active,UNK,UNK,UNK,64,,XC Trail,Aiive,-75.1614,44.5813
2804,10/11/15,Incidental,Bullfrog,Adult,Swimming,NA,,Kip Track,Aiive,-75.1517,44.5831
2805,10/11/15,Incidental,Bullfrog,Adult,Swimming,NA,,Kip Track,Aiive,-75.1519,44.5831
2806,10/12/15,active,Bullfrog,Adult,Sitting,63,,field,Aiive,-75.1387,44.5904
2807,10/12/15,Active,Green Frog,Adult,Basking,55,,Little Grasse Fishing Pull-off,Aiive,-75.1579,44.5835
2808,10/12/15,Active,UNK,Adult,Basking,55,,Little Grasse Fishing Pull-off,Aiive,-75.158,44.5834
2809,10/12/15,Active,UNK,Adult,Basking,55,,Little Grasse Fishing Pull-off,Aiive,-75.1581,44.5834
2810,10/12/15,Active,UNK,Adult,Basking,55,,Little Grasse Fishing Pull-off,Aiive,-75.1581,44.5834
2811,10/12/15,Active,Green Frog,Adult,Basking,55,,Little Grasse Fishing Pull-off,Aiive,-75.1581,44.5834
2812,10/12/15,Active,UNK,Adult,Basking,55,,Little Grasse Fishing Pull-off,Aiive,-75.158,44.5834
2813,10/12/15,Active,Green Frog,Adult,Basking,55,,Little Grasse Fishing Pull-off,Aiive,-75.158,44.5833
2814,10/12/15,Active,UNK,Adult,Basking,55,,Little Grasse Fishing Pull-off,Aiive,-75.158,44.5833
2815,10/12/15,Active,Green Frog,Adult,Resting,55,,Golf Course,Aiive,-75.1468,44.5879
2816,10/12/15,Active,Bullfrog,Adult,Resting,55,,Golf Course,Aiive,-75.1469,44.5878
2817,10/12/15,Active,Bullfrog,Adult,Resting,55,,Golf Course,Aiive,-75.1469,44.5878
2818,10/12/15,Active,Bullfrog,Adult,Resting,55,,Golf Course,Aiive,-75.147,44.5879
2819,10/12/15,Active,Green Frog,Adult,Resting,55,,Golf Course,Aiive,-75.1471,44.5878
2820,10/12/15,Active,Bullfrog,Adult,Hopping,55,,Golf Course,Aiive,-75.1495,44.588
2821,10/12/15,Active,UNK,Adult,Hopping,55,,Golf Course,Aiive,-75.1498,44.588
2822,10/12/15,Active,UNK,Adult,Dead,54,,Golf Course,Dead,-75.1497,44.588
2823,10/12/15,active,UNK,Adult,Leaping,nr,,field,Aiive,-75.1388,44.5906
2824,10/12/15,active,UNK,Adult,Leaping,nr,,field,Aiive,-75.1387,44.5908
2825,10/12/15,active,Bullfrog,Juvenile,Resting,nr,,field,Aiive,-75.139,44.591
2826,10/12/15,active,UNK,UNK,Leaping,nr,,field,Aiive,-75.138,44.5907
2827,10/12/15,incidental,UNK,UNK,Leaping,nr,,field,Aiive,-75.1381,44.5907
2828,10/12/15,incidental,UNK,UNK,Leaping,nr,,field,Aiive,-75.1387,44.5904
2829,10/12/15,Active,Bullfrog,Adult,Hopping,54,,Golf Course,Aiive,-75.1499,44.588
2830,10/13/15,Active,Northern Leopard Frog,Adult,Basking,55,,Kip Track,Aiive,-75.1553,44.5837
2831,10/13/15,Active,Green Frog,Adult,Basking,55,,Kip Track,Aiive,-75.1664,44.5832
2832,10/13/15,Active,Green Frog,Adult,Basking,55,0,Kip Track,Aiive,-75.1654,44.5824
2833,10/13/15,Road,UNK,UNK,UNK,53,,Road,Aiive,-75.1654,44.5908
2834,10/14/15,Active,Green Frog,Adult,hopping,52,,XC Trail,Aiive,-75.1657,44.5816
2835,10/14/15,Road,UNK,UNK,dead,51,,Road,Dead,-75.1583,44.5846
2836,10/14/15,Road,UNK,UNK,dead,52,,Road,Dead,-75.1588,44.5849
2837,10/14/15,Road,UNK,UNK,dead,52,,Road,Dead,-75.1596,44.5856
2838,10/14/15,Active,Bullfrog,Adult,Sitting/Leaping,57,0,ESL wetland,Aiive,-75.1359,44.5935
2839,10/14/15,Road,UNK,UNK,UNK,52,,Miner Street (b/w athletics and XC trail),Aiive,-75.1662,44.5853
2840,10/14/15,Active,Bullfrog,Adult,Leaping,nr,,ESL wetland,Aiive,-75.1359,44.5935
2841,10/14/15,Active,Bullfrog,Adult,Leaping,nr,,ESL wetland,Aiive,-75.1359,44.5935
2842,10/14/15,Active,Bullfrog,Adult,Leaping,nr,,ESL wetland,Aiive,-75.1359,44.5935
2843,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1583,44.5831
2844,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1583,44.5831
2845,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1583,44.5831
2846,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1583,44.5831
2847,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1583,44.5831
2848,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1583,44.5831
2849,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1581,44.5829
2850,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2851,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2852,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2853,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2854,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2855,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2856,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2857,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2858,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2859,9/8/15,Active,American Toad,Adult,Hopping,81,,XC Trail,Aiive,-75.1612,44.5813
2860,9/8/15,Active,American Toad,Adult,Hopping,81,0,XC Trail,Aiive,-75.1612,44.5813
2861,9/8/15,Auditory,UNK,UNK,UNK,81,,XC Trail ,UNK,-75.1607,44.5813
2862,9/11/15,Incidental,Northern Leopard Frog,UNK,Jumping,76,0,Kip Track,Aiive,-75.1655,44.5823
2863,9/12/15,Auditory,UNK,UNK,UNK,61,,ESL,UNK,-75.1391,44.5894
2864,9/12/15,Active,UNK,UNK,Jumping,61,,ESL,Aiive,-75.1409,44.5919
2865,9/14/15,Active,UNK ,UNK,Dead,72,,Kip Track,Dead,-75.1658,44.5835
2866,9/14/15,Active,Green Frog,UNK,Alive,72,,Kip Track,Aiive,-75.1658,44.5835
2867,9/16/15,Auditory,UNK,UNK,Calling,82,,Saddlemire Trail,Aiive,-75.1401,44.5906
2868,9/16/15,Active,Northern Leopard Frog,UNK,Alive,82,,XC Trail,Aiive,-75.16,44.58
2869,9/18/15,Active,Green Frog,Adult,Sitting in water,81,,Kip Track,Aiive,-75.1599,44.5818
2870,9/18/15,Active,Northern Leopard Frog,Adult,Jumping,81,,Kip Track,Aiive,-75.1602,44.5815
2871,9/18/15,Active,Green Frog,Adult,Basking,82,,Kip Track,Aiive,-75.1612,44.5812
2872,9/18/15,Active,Northern Leopard Frog,Adult,Basking,85,,Kip Track,Aiive,-75.1615,44.581
2873,9/18/15,Active,Green Frog,Adult,Basking,82,,Kip Track,Aiive,-75.1616,44.581
2874,9/18/15,Active,UNK,UNK,Sitting in water,81,,Kip Track,Aiive,-75.1617,44.5808
2875,9/18/15,Active,Green Frog,Adult,Basking,82,,Kip Track,Aiive,-75.1618,44.5808
2876,9/21/15,Incidental,UNK,UNK,Hopping,74,,Kip Track,Aiive,-75.1587,44.584
2877,9/21/15,Incidental,UNK,UNK,Hopping,74,,Kip Track,Aiive,-75.1587,44.584
2878,9/21/15,Incidental,UNK,UNK,Hopping,74,3,Kip Track,Aiive,-75.1587,44.584
2879,9/21/15,Active,Green Frog,Adult,Basking,74,,riverbank,Aiive,-75.1613,44.5813
2880,9/21/15,Active,Bullfrog,Adult,Basking,70,,riverbank,Aiive,-75.1616,44.5811
2881,9/21/15,Active,Bullfrog,Adult,Basking,70,,riverbank,Aiive,-75.1616,44.5811
2882,9/21/15,Active,Mink Frog,Adult,Basking,70,,riverbank,Aiive,-75.1618,44.5811
2883,9/22/15,Active,UNK,Adult,Jumping,68,,Kip Tract,Aiive,-75.1527,44.5826
2884,9/22/15,Active,Northern Leopard Frog,Adult,Basking,68,3,Kip Tract,Aiive,-75.1517,44.5832
2885,9/22/15,Active,Bullfrog,Adult,Sitting in water,68,,Kip Tract,Aiive,-75.1517,44.5832
2886,9/22/15,Active,Northern Leopard Frog,Adult,Jumping,68,,Kip Tract,Aiive,-75.1517,44.5832
2887,9/22/15,Active,UNK,Juvenile,Sitting in water,68,,Kip Tract,Aiive,-75.1517,44.5832
2888,9/22/15,Active,Green Frog,Adult,sitting in creek,68,,Kip Tract,Aiive,-75.1517,44.5832
2889,9/22/15,Active,Green Frog,Adult,Hopping,72,,Avenue of Elm,Aiive,-75.1554,44.5926
2890,9/22/15,Active,Green Frog,Adult,Resting,72,,Avenue of Elm,Aiive,-75.1551,44.5927
2891,9/22/15,Active,Northern Leopard Frog,Adult,Hopping,72,,Avenue of Elm,Aiive,-75.1546,44.5927
2892,9/22/15,Active,UNK,Adult,Hopping,72,,Avenue of Elm,Aiive,-75.1542,44.5928
2893,9/23/15,Active,Bullfrog,Metamorph,Swimming,64,,Kip Track,Aiive,-75.1517,44.5831
2894,9/23/15,Active,Bullfrog,Metamorph,Swimming,64,,Kip Track,Aiive,-75.1517,44.5831
2895,9/23/15,Active,Bullfrog,Adult,Hopping,64,,Kip Track,Aiive,-75.1518,44.5831
2896,9/23/15,Active,Bullfrog,Metamorph,Swimming,64,,Kip Track,Aiive,-75.1519,44.5831
2897,9/23/15,Active,Green Frog,Adult,Hopping,65,,Kip Track,Aiive,-75.1519,44.5831
2898,9/23/15,Active,Mink Frog,Adult,Resting,65,,Kip Track,Aiive,-75.1518,44.5831
2899,9/23/15,Active,Bullfrog,Adult,Resting,66,,Kip Track,Aiive,-75.1518,44.5831
2900,9/23/15,Active,Bullfrog,Adult,Swimming,66,,Kip Track,Aiive,-75.1517,44.5831
2901,9/23/15,Active,Bullfrog,Adult,Hopping,66,,Kip Track,Aiive,-75.1529,44.5826
2902,9/23/15,Active  ,Green Frog,UNK,Resting,66,,Kip Track,Aiive,-75.1529,44.5826
2903,9/25/15,Active,Bullfrog,metamorph,Hopping,64,,Avenue of Elm,Aiive,-75.157,44.5922
2904,9/25/15,Active,Bullfrog,Adult,Hopping,64,,Avenue of Elm,Aiive,-75.157,44.5922
2905,9/25/15,Active,UNK,UNK,Hopping,62,,Golf course,Aiive,-75.156,44.5929
2906,9/25/15,Active,Mink Frog,Adult,Resting,61,,Golf course,Aiive,-75.1553,44.593
2907,9/25/15,Active,UNK,UNK,Hopping,61,,Golf course,Aiive,-75.1549,44.5931
2908,9/25/15,Active,Green Frog,Juvenile,Resting,59,,Golf course,Aiive,-75.1548,44.5932
2909,9/25/15,Active,Bullfrog,Adult,Hopping,58,,Golf course,Aiive,-75.1548,44.5933
2910,9/25/15,Active,UNK,UNK,Resting,58,,Golf course,Aiive,-75.1468,44.5879
2911,9/25/15,Active,UNK,UNK,Resting,57,,Golf course,Aiive,-75.1468,44.5879
2912,9/27/15,Active,UNK,UNK,Resting,75,2,Little River,Aiive,-75.1581,44.5808
2913,9/27/15,Active,UNK,UNK,UNK,75,,Little River,Aiive,-75.1581,44.5808
2914,9/27/15,Active,Bullfrog,Adult,UNK,75,,Little River,Aiive,-75.1581,44.5808
2915,9/27/15,Active,Green Frog,Metamorph,Resting,75,,Little River,Aiive,-75.1579,44.5807
2916,9/27/15,Active,Green Frog,Metamorph,Resting,75,0,Little River,Aiive,-75.158,44.5808
2917,10/10/15,Call,UNK,UNK,UNK,49,,Avenue of Elm,Aiive,-75.1484,44.5942
2918,10/11/15,Active,Mink Frog,Adult,Basking,64,,XC Trail,Aiive,-75.1653,44.5826
2919,10/11/15,Active,Green Frog,Adult,hopping,64,0,XC Trail,Aiive,-75.1659,44.5814
2920,10/11/15,Road,UNK,UNK,UNK,65,0,Miner Street (b/w athletics and XC trail),Aiive,-75.1662,44.5853
2921,10/11/15,Call,UNK,UNK,UNK,64,0,riverbank,Aiive,-75.1616,44.5812
2922,10/11/15,Active,UNK,UNK,UNK,64,,XC Trail,Aiive,-75.1614,44.5813
2923,10/11/15,Incidental,Bullfrog,Adult,Swimming,NA,,Kip Track,Aiive,-75.1517,44.5831
2924,10/11/15,Incidental,Bullfrog,Adult,Swimming,NA,,Kip Track,Aiive,-75.1519,44.5831
2925,10/12/15,active,Bullfrog,Adult,Sitting,63,,field,Aiive,-75.1387,44.5904
2926,10/12/15,Active,Green Frog,Adult,Basking,55,,Little Grasse Fishing Pull-off,Aiive,-75.1579,44.5835
2927,10/12/15,Active,UNK,Adult,Basking,55,,Little Grasse Fishing Pull-off,Aiive,-75.158,44.5834
2928,10/12/15,Active,UNK,Adult,Basking,55,,Little Grasse Fishing Pull-off,Aiive,-75.1581,44.5834
2929,10/12/15,Active,UNK,Adult,Basking,55,,Little Grasse Fishing Pull-off,Aiive,-75.1581,44.5834
2930,10/12/15,Active,Green Frog,Adult,Basking,55,,Little Grasse Fishing Pull-off,Aiive,-75.1581,44.5834
2931,10/12/15,Active,UNK,Adult,Basking,55,,Little Grasse Fishing Pull-off,Aiive,-75.158,44.5834
2932,10/12/15,Active,Green Frog,Adult,Basking,55,,Little Grasse Fishing Pull-off,Aiive,-75.158,44.5833
2933,10/12/15,Active,UNK,Adult,Basking,55,,Little Grasse Fishing Pull-off,Aiive,-75.158,44.5833
2934,10/12/15,Active,Green Frog,Adult,Resting,55,,Golf Course,Aiive,-75.1468,44.5879
2935,10/12/15,Active,Bullfrog,Adult,Resting,55,,Golf Course,Aiive,-75.1469,44.5878
2936,10/12/15,Active,Bullfrog,Adult,Resting,55,,Golf Course,Aiive,-75.1469,44.5878
2937,10/12/15,Active,Bullfrog,Adult,Resting,55,,Golf Course,Aiive,-75.147,44.5879
2938,10/12/15,Active,Green Frog,Adult,Resting,55,,Golf Course,Aiive,-75.1471,44.5878
2939,10/12/15,Active,Bullfrog,Adult,Hopping,55,,Golf Course,Aiive,-75.1495,44.588
2940,10/12/15,Active,UNK,Adult,Hopping,55,,Golf Course,Aiive,-75.1498,44.588
2941,10/12/15,Active,UNK,Adult,Dead,54,,Golf Course,Dead,-75.1497,44.588
2942,10/12/15,active,UNK,Adult,Leaping,nr,,field,Aiive,-75.1388,44.5906
2943,10/12/15,active,UNK,Adult,Leaping,nr,,field,Aiive,-75.1387,44.5908
2944,10/12/15,active,Bullfrog,Juvenile,Resting,nr,,field,Aiive,-75.139,44.591
2945,10/12/15,active,UNK,UNK,Leaping,nr,,field,Aiive,-75.138,44.5907
2946,10/12/15,incidental,UNK,UNK,Leaping,nr,,field,Aiive,-75.1381,44.5907
2947,10/12/15,incidental,UNK,UNK,Leaping,nr,,field,Aiive,-75.1387,44.5904
2948,10/12/15,Active,Bullfrog,Adult,Hopping,54,,Golf Course,Aiive,-75.1499,44.588
2949,10/13/15,Active,Northern Leopard Frog,Adult,Basking,55,,Kip Track,Aiive,-75.1553,44.5837
2950,10/13/15,Active,Green Frog,Adult,Basking,55,,Kip Track,Aiive,-75.1664,44.5832
2951,10/13/15,Active,Green Frog,Adult,Basking,55,0,Kip Track,Aiive,-75.1654,44.5824
2952,10/13/15,Road,UNK,UNK,UNK,53,,Road,Aiive,-75.1654,44.5908
2953,10/14/15,Active,Green Frog,Adult,hopping,52,,XC Trail,Aiive,-75.1657,44.5816
2954,10/14/15,Road,UNK,UNK,dead,51,,Road,Dead,-75.1583,44.5846
2955,10/14/15,Road,UNK,UNK,dead,52,,Road,Dead,-75.1588,44.5849
2956,10/14/15,Road,UNK,UNK,dead,52,,Road,Dead,-75.1596,44.5856
2957,10/14/15,Active,Bullfrog,Adult,Sitting/Leaping,57,0,ESL wetland,Aiive,-75.1359,44.5935
2958,10/14/15,Road,UNK,UNK,UNK,52,,Miner Street (b/w athletics and XC trail),Aiive,-75.1662,44.5853
2959,10/14/15,Active,Bullfrog,Adult,Leaping,nr,,ESL wetland,Aiive,-75.1359,44.5935
2960,10/14/15,Active,Bullfrog,Adult,Leaping,nr,,ESL wetland,Aiive,-75.1359,44.5935
2961,10/14/15,Active,Bullfrog,Adult,Leaping,nr,,ESL wetland,Aiive,-75.1359,44.5935
2962,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1583,44.5831
2963,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1583,44.5831
2964,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1583,44.5831
2965,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1583,44.5831
2966,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1583,44.5831
2967,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1583,44.5831
2968,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1581,44.5829
2969,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2970,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2971,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2972,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2973,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2974,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2975,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2976,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2977,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2978,9/8/15,Active,American Toad,Adult,Hopping,81,,XC Trail,Aiive,-75.1612,44.5813
2979,9/8/15,Active,American Toad,Adult,Hopping,81,0,XC Trail,Aiive,-75.1612,44.5813
2980,9/8/15,Auditory,UNK,UNK,UNK,81,,XC Trail ,UNK,-75.1607,44.5813
2981,9/11/15,Incidental,Northern Leopard Frog,UNK,Jumping,76,0,Kip Track,Aiive,-75.1655,44.5823
2982,9/12/15,Auditory,UNK,UNK,UNK,61,,ESL,UNK,-75.1391,44.5894
2983,9/12/15,Active,UNK,UNK,Jumping,61,,ESL,Aiive,-75.1409,44.5919
2984,9/14/15,Active,UNK ,UNK,Dead,72,,Kip Track,Dead,-75.1658,44.5835
2985,9/14/15,Active,Green Frog,UNK,Alive,72,,Kip Track,Aiive,-75.1658,44.5835
2986,9/16/15,Auditory,UNK,UNK,Calling,82,,Saddlemire Trail,Aiive,-75.1401,44.5906
2987,9/16/15,Active,Northern Leopard Frog,UNK,Alive,82,,XC Trail,Aiive,-75.16,44.58
2988,9/18/15,Active,Green Frog,Adult,Sitting in water,81,,Kip Track,Aiive,-75.1599,44.5818
2989,9/18/15,Active,Northern Leopard Frog,Adult,Jumping,81,,Kip Track,Aiive,-75.1602,44.5815
